0000000,0000001,0000010,0000011,0000100,0000101,0000110,0000111,0001011,0001100,0001101,0001111,0010000,0010001,0010010,0010011,0010100,0010101,0010110,0010111,0011010,0011011,0011101,0011111,0100001,0100010,0100011,0100101,0100110,0100111,0101011,0101110,0110010,0110011,0110110,0110111,0111110,1000001,1000010,1000011,1000100,1000101,1000110,1000111,1001011,1010000,1010001,1010010,1010011,1010101,1010110,1010111,1100000,1100011,1100111,1101111,1110011,1110111
1,20,2,248,-1,16,12,218,8,1,1,-1,-1,8,8,206,-1,12,3,223,2,-3,-1,-1,2,1,1,1,-1,1,-1,1,1,6,1,8,1,1,1,9,2,5,-1,-2,-1,1,1,2,1,-1,1,1,1,1,1,1,-1,1
