index,mse,fidelity,hamming
0,0.15004988552119694,0.14245484413087253,0.3774319066147859
1,0.002729258322716489,0.00267607351527407,0.05135658914728683
2,0.033450993042672655,0.029139868424967807,0.31067961165048524
3,0.009926981178904655,0.008023082043148569,0.22081712062256809
4,0.22072516423832877,0.2087885189922578,0.5451895043731777
5,0.19461010880698756,0.1849835045715902,0.43009708737864044
6,0.07154535568948318,0.06524467529147522,0.3547133138969873
7,0.0664770002122572,0.062397862050307805,0.24292682926829276
8,0.059480406269028424,0.05595608334441368,0.3336566440349173
9,0.011313351554907564,0.010399523553768943,0.17169787372696405
10,0.06987100303843861,0.06274329260466344,0.3391642371234207
11,0.009591982172510345,0.008731890781572344,0.16391852570320078
12,0.10598783007653664,0.09955016682551511,0.30739299610894927
13,0.20599887318975954,0.1974414792509118,0.4209505334626575
14,0.29430392712510556,0.27949049951786914,0.5286686103012632
15,0.0017686609303030473,0.0014784476241699238,0.07233244745845549
16,0.026634865256380008,0.023576236988467423,0.32167152575315855
17,0.020074339290040818,0.01887136509973338,0.1896887159533073
18,0.22766401284857377,0.21180806166254068,0.47373540856031116
19,0.034365385784504564,0.0279714405521902,0.3291139240506327
20,0.14537238516942527,0.13404011836215746,0.3661148977604673
21,0.05617412023277595,0.054935217221008636,0.19223300970873775
22,0.032577040008677206,0.02909987930842963,0.3029126213592232
23,0.011070888003393984,0.00941746791218144,0.2015503875968993
24,0.0040523810925217904,0.0035136646751915924,0.13178294573643412
25,0.13965806358196559,0.1309337615966797,0.359375
26,0.10265385785238602,0.09488132536118057,0.3080660835762877
27,0.07199769053120325,0.06344760010518373,0.296981499513145
28,0.00277953783795261,0.0020238164747871175,0.09055501460564755
29,0.01763407690993867,0.016266115051011266,0.2272727272727272
30,0.14444713514183696,0.13926170218191403,0.3731778425655974
31,0.014077641663884746,0.013037956337248047,0.10505836575875482
32,0.006494685223265377,0.0050606568786647314,0.17153996101364521
33,0.009545222689622466,0.007527385468570289,0.29532163742690065
34,0.167452637719277,0.1528642801123106,0.44897959183673436
35,0.010147475934951659,0.007588482072664201,0.2521917766373411
36,0.16317450650093185,0.15567035220802378,0.3398247322297955
37,0.008700558031947834,0.007090507164847341,0.20058139534883732
38,0.014789450055966795,0.012733646838967105,0.21756097560975618
39,0.07637836990445258,0.06582291392192029,0.25655976676384845
40,0.025664238013308346,0.02333868534573229,0.31682667486637517
41,0.002133519377867864,0.002164951459511,0.02817444380455868
42,0.005666565071458325,0.0047189741947678224,0.18743961352657007
43,0.049118440060705336,0.04609003295006692,0.3219844357976654
44,0.025387977819164857,0.02443477761526915,0.15937803692905733
45,0.00605627543500668,0.005628297829187537,0.10106899902818271
46,0.024806529457733362,0.02129158086720108,0.3809523809523807
47,0.14845865900126323,0.14330157131377635,0.36186770428015536
48,0.12465732362894401,0.11902164725393141,0.3449951409135082
49,0.03396277740946066,0.03184646247592652,0.2184466019417476
50,0.023686559889202582,0.022366087400072197,0.2609542356377799
51,0.004342488052863633,0.0041933874049214495,0.07372668362403101
52,0.06445177590394033,0.06028049059921311,0.31044487427466166
53,0.05716461143183638,0.05125227060709486,0.39999999999999997
54,0.019495555873945157,0.01713191117688925,0.23523717328170377
55,0.010567547661628228,0.009905804944194858,0.15682478218780257
56,0.10512358811587078,0.09906120470027317,0.29990262901655296
57,0.010136023307216186,0.008637886993037127,0.2563106796116503
58,0.1930838592095969,0.18083654987572362,0.5986394557823129
59,0.19910047581819182,0.18955065019204964,0.4353741496598637
60,0.027984621995402345,0.02685359094333832,0.19941634241245126
61,0.014756846828181016,0.012229202413557736,0.27945757515822783
62,0.008091104692566,0.007101066928072112,0.1252427184466019
63,0.15779345468888825,0.15095982234279512,0.3819241982507287
64,0.15637860174690055,0.15092000311697998,0.3132295719844357
65,0.10580678583491258,0.10027892802913325,0.4364694471387003
66,0.03333901989006862,0.029754009019174056,0.4064015518913675
67,0.40539986733526245,0.3793412928602273,0.6159068865179441
68,0.023848597178555968,0.022947311401367188,0.12109375
69,0.07402098900483994,0.06535933423825954,0.36151603498542273
70,0.1037825245690913,0.0970865501944101,0.3115871470301849
71,0.005519767906838412,0.005283524208237846,0.0709249848300971
72,0.001837564881321196,0.0015983470650710698,0.06692531522793406
73,0.006896423382380095,0.005373697736332772,0.2614634146341465
74,0.019894471139875348,0.019979137761771324,0.13359148112294292
75,0.06184653462973794,0.05870927015567842,0.31589147286821717
76,0.01888306540500673,0.016637261795473993,0.23980582524271832
77,0.15481217704602473,0.14907350814686723,0.386100386100386
78,0.06373503176252107,0.056179078891641615,0.3349514563106796
79,0.030840716617084228,0.027444458767113458,0.31655372700871237
80,0.020218287406395058,0.017856676069477075,0.24515503875969
81,0.017065867115663814,0.014409146851402883,0.2378640776699028
82,0.07182244413596957,0.06639396909769935,0.3634596695821185
83,0.11784425180580729,0.11467364134936356,0.3191076624636275
84,0.023193830774464477,0.02081761871810562,0.30058365758754846
85,0.10241577389165644,0.09715473176127543,0.39514563106796097
86,0.04244991767322706,0.040179331194759166,0.25193798449612415
87,0.28247823738010336,0.2643181329042815,0.514118792599805
88,0.03831217780981077,0.03541503461697654,0.23763336566440352
89,0.06178866407637131,0.05769355300101833,0.32132424537487825
90,0.051751137296784405,0.046553000831450926,0.2208171206225681
91,0.009980838320892891,0.009072429289252741,0.15468446011673143
92,0.04407166093171827,0.03670275687182564,0.3407766990291262
93,0.021754006228614137,0.020042992676767395,0.17738791423001948
94,0.004779792839763412,0.004080169236180201,0.1572815533980582
95,0.05595163543354585,0.04921936112809065,0.3828960155490767
96,0.052014543753263726,0.04743483616119393,0.30679611650485433
97,0.03206930538325545,0.03017717144953462,0.24416342412451353
98,0.004231473595416513,0.00386810302734375,0.03125
99,0.06283990617165473,0.05838485179406044,0.30320699708454807
