index,mse,fidelity,hamming
59,0.17606470097018212,0.16580487533066812,0.4071914480077745
60,0.021210682866748647,0.018956472120930094,0.11684518013631942
61,0.007349387824792892,0.00522957396644334,0.18518708881578946
62,0.0065489845641459,0.001344592099662971,0.03602726387536513
63,0.13157057987009124,0.12006019393819299,0.3446932814021419
64,0.11044007595101983,0.10446592323216267,0.23953261927945474
65,0.11311306614918819,0.10531427164737518,0.4488802336903603
66,0.027121003290942212,0.02380349229737623,0.3768257059396298
67,0.3808424555439118,0.3500117795029049,0.5916179337231968
68,0.009526558919471875,0.007286261577988948,0.018518518518518517
69,0.060934266882569955,0.05145181823577069,0.31906614785992216
70,0.08287374515828487,0.0756383630781203,0.2750242954324587
71,0.007933201450184918,0.00781329014993883,0.027424094025465234
72,0.0021308496108626033,0.0018286873625499539,0.0635386119257087
73,0.005404794664980204,0.004013877387903284,0.2222222222222222
74,0.013229375515017613,0.010577401642746393,0.05865102639296186
75,0.06537761935238627,0.060368851212329405,0.33073929961089477
76,0.018507659707047333,0.015888793471492163,0.2378167641325536
77,0.11404304987605678,0.09803884023115719,0.3131115459882583
78,0.04687464622710303,0.037018910868724414,0.271580989330747
79,0.023009757811632437,0.018918806977602873,0.26120857699805067
80,0.019654109718821706,0.01725943322633351,0.24878522837706515
81,0.019743210880799594,0.016673644254803766,0.2509689922480621
82,0.07789359565845846,0.07120132446289062,0.376953125
83,0.08113269044488594,0.07122511496166525,0.23151750972762652
84,0.017876870260426978,0.014628991109181397,0.23684210526315785
85,0.10175985883934524,0.09448814392089844,0.40234375
86,0.02038439661581483,0.01725014840497722,0.17943743937924336
87,0.2607830579122747,0.23937320709228516,0.4892578125
88,0.029340675674649614,0.023415075909473185,0.17624148003894835
89,0.04771986826632116,0.042722058456114334,0.2782101167315173
90,0.04083898968900226,0.03350257873535156,0.236328125
91,0.00808819296010151,0.006945679049847152,0.14787132174124512
92,0.03152433906039208,0.023091379748748215,0.25900681596884145
93,0.014153159191787307,0.012024206434234238,0.19902912621359228
94,0.004961172412809309,0.004123178443190044,0.1519607843137255
95,0.034070927563786484,0.027879701405219146,0.31195335276967945
96,0.04433264364396643,0.037863868262475876,0.2728155339805825
97,0.022295951189225317,0.01807917736633232,0.1881091617933723
98,0.0047042891936699485,0.004258781135255006,0.00294392310495626
99,0.05148242812251443,0.043837281495105296,0.2609542356377798
