index,mse,fidelity,hamming
0,0.02856153558894446,0.034559513292720265,0.048957659773192164
1,0.0010456478171266318,0.0011204041037047717,0.008672946142922147
2,0.011204162299108207,0.013608715585767477,0.08986249102791716
3,0.0021515820328386944,0.002115758888247515,0.011061023061592373
4,0.013031475290672112,0.015920218142944254,0.027105437902014695
5,0.02254110981159224,0.027464087169358498,0.03320992784556659
6,0.006402384209945197,0.010823980095112873,0.03370164074523635
7,0.017727072080149807,0.017309201426969636,0.045456012147670255
8,0.0136651209299445,0.014150186483657949,0.04502690642558804
9,0.007552861901269327,0.008439636612255198,0.12686356573476132
10,0.01472668252430668,0.01858236344117259,0.04745692005024993
11,0.004841955460533242,0.005344869734193458,0.06362641275285999
12,0.03090148121889509,0.03334136292391825,0.06952891843904638
13,0.03598937128954799,0.03765956890867411,0.033791000388727566
14,0.021452858896470473,0.02310882194499586,0.022327146886628957
15,-0.00036529610342154236,-0.00030757867199178316,-0.001669499961213447
16,0.0018817058063430314,0.002100298834665195,-0.010040536503650777
17,0.006331792084494659,0.00744267957075429,0.03891050583657585
18,0.019705188237838123,0.026679939596436497,0.03287519350654783
19,0.005729568416545039,0.008460648699294335,0.059658671132344854
20,0.020253481992490663,0.024869775350632575,0.03570554103532114
21,0.011736893185732657,0.01673996677520405,0.04437308752974939
22,6.603160413474335e-05,0.0020517683465155687,-0.0037280036407768002
23,0.003930891636815951,0.0047454174361072216,0.0951050750968993
24,-0.0005305667749977211,-0.0003673396158750289,-0.0041393843606533365
25,0.05114950616662535,0.050063024535726044,0.07324502909796315
26,0.019274531463885414,0.0229505952735113,0.04275996112730818
27,0.02732618526840125,0.027030535757529048,0.06031806595349426
28,0.000499216218195834,0.0007504723221557386,0.07010140275073032
29,0.00489227079238602,0.004996917142996981,0.05914833465853861
30,0.04182392652571203,0.04495481380112784,0.06608357628765771
31,0.0033207040522832323,0.006380021544137685,0.05252918287937737
32,0.002675555373493975,0.0024833709224453457,0.0786786997111037
33,0.0015813796626252107,0.0020250352405986804,0.02037056110596136
34,0.011760608800045785,0.018653693564459034,0.04077646683673436
35,0.0018443828448803257,0.0014000894335040445,0.024652714137341103
36,0.026056255928221556,0.02294956895993938,0.022964267113516346
37,0.002433881461535038,0.0029904367784331,0.0713296946685652
38,0.004167042670835343,0.004646373066627001,0.07024390243902442
39,0.012346973685451776,0.01936801713617234,0.041025786181324075
40,0.002402742416160234,0.002884106824893342,0.017314479744423794
41,-0.0003179500630471582,-4.640002885012741e-05,0.01152983986234516
42,0.000905401363342012,0.0015141693332391551,0.08412577337062466
43,0.015035914052988923,0.015360835509750995,0.0931626246973733
44,0.003637423218390872,0.0037666709089497832,0.03182204861357546
45,0.003823574353120766,0.0041906411408795105,0.09718172983479108
46,-0.0020033820820756047,-0.0010491936689317333,-0.003813244047619291
47,0.020685520208321068,0.0207512773938532,0.030478005543518205
48,0.019000493371394547,0.025723489825355647,0.0395476700963876
49,0.01181533211365858,0.011305848540645116,0.07934154357598885
50,-6.484374517244651e-06,0.00039816760676415763,-0.0012290002296664881
51,-0.0008020264087255377,-0.0006884220028723007,0.007434651460288322
52,0.02402367370778083,0.027323288743898555,0.03180409757563274
53,-0.0016073003291001975,-0.0005955030897005914,-0.02084942084942082
54,0.0013219151350612433,0.0021076605822231073,0.013773758647557394
55,0.003666987832233695,0.004568887450617775,0.08685393670675302
56,0.02238011751796004,0.02479845905460265,0.03802096073333283
57,0.0009075917396444508,0.0011692447806698845,-2.4603039421755568e-05
58,0.012491369074232511,0.017162423045701425,0.029031612645058158
59,0.0230357748480097,0.02374577486138152,0.028182701652089193
60,0.0067739391286536985,0.007897118822408226,0.08257116227613184
61,0.007407459003388124,0.006999628447114397,0.09427048634243837
62,0.0015421201284200993,0.005756474828409141,0.08921545457123677
63,0.02622287481879701,0.030899628404602128,0.037230916848586815
64,0.045938525795880716,0.04645407988481731,0.07369695270498094
65,-0.007306280314275604,-0.0050353436182419276,-0.012410786551660002
66,0.006218016599126408,0.005950516721797826,0.029575845951737734
67,0.02455741179135068,0.029329513357322368,0.0242889527947473
68,0.014322038259084093,0.01566104982337824,0.10257523148148148
69,0.013086722122269988,0.013907516002488851,0.042449887125500574
70,0.020908779410806433,0.021448187116289805,0.03656285159772621
71,-0.0024134335433465062,-0.0025297659417009835,0.04350089080463186
72,-0.0002932847295414073,-0.00023034029747888408,0.0033867033022253606
73,0.0014916287173998913,0.0013598203484294878,0.03924119241192431
74,0.006665095624857734,0.009401736119024931,0.07494045472998107
75,-0.003531084722648334,-0.0016595810566509828,-0.014847826742677595
76,0.0003754056979593974,0.0007484683239818296,0.001989061110164725
77,0.04076912716996796,0.05103466791571004,0.0729888401121277
78,0.016860385535418042,0.0191601680229172,0.0633704669799326
79,0.007830958805451791,0.008525651789510584,0.0553451500106617
80,0.0005641776875733515,0.0005972428431435667,-0.003630189617375157
81,-0.00267734376513578,-0.002264497403400883,-0.013104914578159266
82,-0.006071151522488896,-0.004807355365191279,-0.013493455417881495
83,0.03671156136092135,0.043448526387698305,0.08759015273600096
84,0.005316960514037499,0.006188627608924222,0.0637415523243906
85,0.000655915052311204,0.0026665878403769883,-0.007198118932039033
86,0.022065521057412232,0.022929182789781948,0.07250054511688078
