0000001,0000010,0000011,0000100,0000101,0000110,0000111,0001010,0001011,0001100,0001101,0001110,0010000,0010001,0010010,0010011,0010100,0010101,0010110,0010111,0011010,0011011,0011101,0100001,0100010,0100011,0100101,0100110,0100111,0101011,0101110,0110011,0110101,0110110,0110111,0111110,1000001,1000010,1000011,1000100,1000101,1000110,1000111,1001011,1010000,1010001,1010010,1010101,1010110,1100000,1100101,1100111,1101111,1110011,1110111
13,-2,275,-2,10,10,246,-1,11,1,1,-1,-1,2,5,235,-1,5,-1,260,3,-1,-1,2,1,-21,1,-2,-19,-2,1,-12,-1,1,-11,1,1,1,9,3,6,-1,-3,-1,1,1,2,-1,1,1,-1,1,2,-1,1
